x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
1.859047868878858090e+00,1.395975820111916565e+00,1.805918409074386055e+00,1.686859504084274652e+00,-1.093952901761595514e-01,-1.692035568693454950e+00,0.000000000000000000e+00
1.783974588848988629e+00,1.153303653280537189e+00,1.753259894954569242e+00,1.433199257867086018e+00,-2.349596569522217071e-01,-1.651663015005268909e+00,0.000000000000000000e+00
1.689327211685822450e+00,9.178805119571787907e-01,1.681021010243143543e+00,1.185835665723755206e+00,-3.557446236516196292e-01,-1.604285549394979249e+00,0.000000000000000000e+00
1.575961228042571438e+00,6.907211711494406492e-01,1.589947049382388844e+00,9.458612398478875027e-01,-4.712506541448572839e-01,-1.550275817423983904e+00,0.000000000000000000e+00
1.444807259386586384e+00,4.727795276608368069e-01,1.480861203934529469e+00,7.143103732412632301e-01,-5.810141422271604128e-01,-1.490031700851329743e+00,0.000000000000000000e+00
1.296864981278709417e+00,2.649451153609281850e-01,1.354658959708406885e+00,4.921554037823134831e-01,-6.846089790299560995e-01,-1.423973856589666465e+00,0.000000000000000000e+00
1.133196827613602853e+00,6.804000667191911766e-02,1.212302249465714521e+00,2.803030621282079915e-01,-7.816479046347422077e-01,-1.352543192509800152e+00,0.000000000000000000e+00
9.549215111750835039e-01,-1.171838921594435257e-01,1.054813394858037157e+00,7.959131329987849390e-02,-8.717836415295047159e-01,-1.276198293777566217e+00,0.000000000000000000e+00
7.632073960612887342e-01,-2.900471465251445169e-01,8.832688716139316387e-01,-1.092134003348546878e-01,-9.547098086686190976e-01,-1.195412813378173400e+00,0.000000000000000000e+00
5.592657575561875705e-01,-4.499446962494879632e-01,6.987929321885029132e-01,-2.854185090945994263e-01,-1.030161616002443159e+00,-1.110672840387401772e+00,0.000000000000000000e+00
3.443439648701478450e-01,-5.963473543583482916e-01,5.025511201087899948e-01,-4.484072555634672219e-01,-1.097916340425614479e+00,-1.022474259389207552e+00,0.000000000000000000e+00
1.197186218470393387e-01,-7.288029024854384419e-01,2.957437101002945989e-01,-5.976402223350681941e-01,-1.157793585150994842e+00,-9.313201142157451207e-01,0.000000000000000000e+00
-1.133112997560986879e-01,-8.469367855496550135e-01,7.959910776701828450e-02,-7.326564485955662231e-01,-1.209655325541794779e+00,-8.377179889028157911e-01,0.000000000000000000e+00
-3.534313004629387467e-01,-9.504524102579637868e-01,-1.446327578755114973e-01,-8.530741382307758247e-01,-1.253405745426040552e+00,-7.421774184119193096e-01,0.000000000000000000e+00
-5.993181335976460744e-01,-1.039131053848135311e+00,-3.756870163422716957e-01,-9.585909640998112602e-01,-1.288990868868392647e+00,-6.452073412743374314e-01,0.000000000000000000e+00
-8.496464939363660429e-01,-1.112831391276812409e+00,-6.122903801996724127e-01,-1.048983975013605630e+00,-1.316397993282758083e+00,-5.473136058637764201e-01,0.000000000000000000e+00
