x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
2.135964605205414202e+00,1.291224180731703530e+00,2.069143436119228241e+00,1.562235235436777891e+00,1.953402730385560282e-01,-2.306862595547181982e+00,0.000000000000000000e+00
2.098632732423225900e+00,1.071874082675032591e+00,2.042594624035110495e+00,1.332188149280499223e+00,6.401813272314502146e-02,-2.252350189352793741e+00,0.000000000000000000e+00
2.051567200691866155e+00,8.590763407322151712e-01,2.006173988029201105e+00,1.107851563464052669e+00,-6.230544738281940803e-02,-2.188379510912294101e+00,0.000000000000000000e+00
1.995193421931785283e+00,6.537482047070867219e-01,1.960257282761997955e+00,8.902162885321610597e-01,-1.831080248430424495e-01,-2.115453719039126934e+00,0.000000000000000000e+00
1.929974168546342961e+00,4.567518969142984608e-01,1.905259536239134022e+00,6.802204261367332805e-01,-2.979047347182293692e-01,-2.034110047326044057e+00,0.000000000000000000e+00
1.856406551636132995e+00,2.688914623502773327e-01,1.841632225014027124e+00,4.787457995000847233e-01,-4.062499288514616613e-01,-1.944916481159058463e+00,0.000000000000000000e+00
1.775018890291239604e+00,9.090996796322239892e-02,1.769860326161222908e+00,2.866147319808067251e-01,-5.077385894605307426e-01,-1.848468349462202065e+00,0.000000000000000000e+00
1.686367489542009546e+00,-7.651294213643179687e-02,1.690459262986356181e+00,1.045871826747411804e-01,-6.020075145691752283e-01,-1.745384849649337822e+00,0.000000000000000000e+00
1.591033344648774994e+00,-2.327631305721694077e-01,1.603971761624189307e+00,-6.664175395197788343e-02,-6.887362739813408519e-01,-1.636305524220658336e+00,0.000000000000000000e+00
1.489618789421745859e+00,-3.772936866265314548e-01,1.510964635773600406e+00,-2.264439793323088368e-01,-7.676479356585355074e-01,-1.521886707312225528e+00,0.000000000000000000e+00
1.382744106185809674e+00,-5.096262809707762242e-01,1.412025516828912863e+00,-3.742601498225143208e-01,-8.385095634928104724e-01,-1.402797959291088414e+00,0.000000000000000000e+00
