x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
1.879051847222335425e+00,1.141363027584095802e+00,1.829894366776263936e+00,1.410842311092017187e+00,-9.374586599272530241e-02,-1.876516987291777072e+00,0.000000000000000000e+00
1.812088609245250614e+00,9.303247979643941568e-01,1.782705739035082004e+00,1.188447227778821835e+00,-2.168091793048972094e-01,-1.832974436999532886e+00,0.000000000000000000e+00
1.727665831415877262e+00,7.255906349776974906e-01,1.717970645459724333e+00,9.715726977578084123e-01,-3.351882910065300814e-01,-1.781876958871495109e+00,0.000000000000000000e+00
1.626546587149622303e+00,5.280430309339502193e-01,1.636356963269709475e+00,7.611765744724743321e-01,-4.483936149770284540e-01,-1.723626458078777901e+00,0.000000000000000000e+00
1.509560964418664275e+00,3.385115358193824808e-01,1.538602375265982314e+00,5.581657557171728623e-01,-5.559707793504204965e-01,-1.658652057501183608e+00,0.000000000000000000e+00
1.377600645489369446e+00,1.577697268244486195e-01,1.425509348954267619e+00,3.633927328330074924e-01,-6.575021627063568630e-01,-1.587407443445412625e+00,0.000000000000000000e+00
1.231613291283105038e+00,-1.346748625766621896e-02,1.297939896637083868e+00,1.776524764275175527e-01,-7.526082187618632346e-01,-1.510368143253308704e+00,0.000000000000000000e+00
1.072596761895246331e+00,-1.745462131797805294e-01,1.156810146630140812e+00,1.679667253492728683e-03,-8.409485872510094051e-01,-1.428028749558295507e+00,0.000000000000000000e+00
9.015932049862701581e-01,-3.248755881714595617e-01,1.003084756088627350e+00,-1.638537209888592805e-01,-9.222229897781116792e-01,-1.340900105917330887e+00,0.000000000000000000e+00
7.196830437781791545e-01,-4.639294246907544328e-01,8.377711961020303244e-01,-3.183404820293784798e-01,-9.961719105133388652e-01,-1.249506468442428408e+00,0.000000000000000000e+00
5.279788962523100926e-01,-5.912475188188742736e-01,6.619139397348280385e-01,-4.612398775421503450e-01,-1.062577062660836402e+00,-1.154382657883418650e+00,0.000000000000000000e+00
3.276194568544829044e-01,-7.064366018729335561e-01,4.765885835577851615e-01,-5.920789765857930043e-01,-1.121261642666331104e+00,-1.056071216372512334e+00,0.000000000000000000e+00
1.197633715750889977e-01,-8.091709445274675172e-01,2.828959329341241280e-01,-7.104536345608825076e-01,-1.172090375136347840e+00,-9.551195827360247081e-01,0.000000000000000000e+00
-9.441686330997894894e-02,-8.991926164054725445e-01,8.195608090107764365e-02,-8.160291140385581565e-01,-1.214969352413048043e+00,-8.520772999099345268e-01,0.000000000000000000e+00
-3.137409492707904923e-01,-9.763114067171366761e-01,-1.250974900750099206e-01,-9.085403515305997546e-01,-1.249845673680598512e+00,-7.474932675691334794e-01,0.000000000000000000e+00
-5.370267516109271666e-01,-1.040404413082098412e+00,-3.371237548870783529e-01,-9.877918759334078924e-01,-1.276706889369329412e+00,-6.419130525960752287e-01,0.000000000000000000e+00
-7.630961558696588432e-01,-1.091415307162700854e+00,-5.529799133584468729e-01,-1.053657385979068772e+00,-1.295580257467346064e+00,-5.358762694791523451e-01,0.000000000000000000e+00
-9.907807878893786224e-01,-1.129353287155115071e+00,-7.715270517782231163e-01,-1.106078995559561129e+00,-1.306531819144186146e+00,-4.299140421458282901e-01,0.000000000000000000e+00
-1.218927572100424461e+00,-1.154291728526936067e+00,-9.916356726383923625e-01,-1.145066157248835204e+00,-1.309665301832904971e+00,-3.245465581058152305e-01,0.000000000000000000e+00
-1.446404103878321967e+00,-1.166366545648811481e+00,-1.212191067971471581e+00,-1.170694275726310352e+00,-1.305120858604548850e+00,-2.202807251088105545e-01,0.000000000000000000e+00
-1.672103813224320445e+00,-1.165774278139294795e+00,-1.432098512947164837e+00,-1.183103024099130707e+00,-1.293073653299068537e+00,-1.176079398133898779e-01,0.000000000000000000e+00
-1.894950898500168623e+00,-1.152769916822396157e+00,-1.650288257735851971e+00,-1.182494377324541102e+00,-1.273732301447870974e+00,-1.700197722325234861e-02,0.000000000000000000e+00
-2.059449846794803918e+00,-1.128800694637976276e+00,-1.865720297077563927e+00,-1.169130378043898189e+00,-8.781204649551853647e-01,7.187346952754941620e-02,1.000000000000000000e+00
-1.843262675941811368e+00,-1.100935742972668274e+00,-2.024745683731435708e+00,-1.144498282685711965e+00,1.703006243027954891e+00,1.034502220479350254e-01,1.000000000000000000e+00
-1.632173783961770042e+00,-1.061520635725721862e+00,-1.815751955863176947e+00,-1.115862720743394876e+00,1.668438910252110663e+00,1.970697626660954938e-01,1.000000000000000000e+00
-1.427120943818819043e+00,-1.010979268680046284e+00,-1.611686866004129914e+00,-1.075357581578261668e+00,1.627513292469229711e+00,2.872534250239630604e-01,1.000000000000000000e+00
-1.228993550222499564e+00,-9.497818786775874544e-01,-1.413456983526086175e+00,-1.023418483887749364e+00,1.580557403753759083e+00,3.736255926522965565e-01,1.000000000000000000e+00
-1.038629203704337867e+00,-8.784418063714114489e-01,-1.221922109291233127e+00,-9.605286689986990423e-01,1.527922418812283967e+00,4.558368885260469794e-01,1.000000000000000000e+00
-8.568106176634019411e-01,-7.975121111911794847e-01,-1.037891973390664635e+00,-8.872156740927625851e-01,1.469980483190407750e+00,5.335653729455750449e-01,1.000000000000000000e+00
-6.842628571809025173e-01,-7.075820581280966026e-01,-8.621232451053479906e-01,-8.040478535581360164e-01,1.407122463813416546e+00,6.065175825011813737e-01,1.000000000000000000e+00
-5.216509165954572591e-01,-6.092734961863360832e-01,-6.953168635968042244e-01,-7.116307686159102364e-01,1.339755652122413876e+00,6.744294081681816433e-01,1.000000000000000000e+00
-3.695776410237236465e-01,-5.032371484862980804e-01,-5.381156960864814653e-01,-6.106034656169155861e-01,1.268301432057116429e+00,7.370668114110972002e-01,1.000000000000000000e+00
-2.285819952145964618e-01,-3.901488340423270862e-01,-3.911025285360089088e-01,-5.016346635471145010e-01,1.193192925066021592e+00,7.942263779948646185e-01,1.000000000000000000e+00
-9.913768134779431251e-02,-2.707056411754424907e-01,-2.547983921037880184e-01,-3.854188713178986481e-01,1.114872624194868322e+00,8.457357100062203870e-01,1.000000000000000000e+00
