x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
1.236148793782403388e+00,5.976800357350503523e-01,1.258688239448366941e+00,8.040375932280433569e-01,4.563779052223965738e-01,-1.303941971817450085e+00,0.000000000000000000e+00
1.182470254491324368e+00,3.663512372098335912e-01,1.217946659342732829e+00,5.657290659423607204e-01,2.129871579685482796e-01,-1.266057593071939102e+00,0.000000000000000000e+00
1.114795937452969010e+00,1.419326187153339969e-01,1.162055862623410984e+00,3.333361142407357258e-01,-2.113932279033954934e-02,-1.221600017634796087e+00,0.000000000000000000e+00
1.033737531521525588e+00,-7.460847896789402078e-02,1.091592479180742536e+00,1.078851306138420840e-01,-2.450332490362563675e-01,-1.170918924788012072e+00,0.000000000000000000e+00
9.399604452282374067e-01,-2.823627475975615253e-01,1.007193407444833655e+00,-1.096520942199680493e-01,-4.577959783955042328e-01,-1.114387674695328068e+00,0.000000000000000000e+00
8.341794618335353073e-01,-4.804822333107272581e-01,9.095514794756882626e-01,-3.183620690404949660e-01,-6.586015523688980577e-01,-1.052400999033215268e+00,0.000000000000000000e+00
7.171542377629296361e-01,-6.681832903015604286e-01,7.994109369466964043e-01,-5.173929392478270328e-01,-8.466993162654156135e-01,-9.853726323624959482e-01,0.000000000000000000e+00
6.419817008234178779e-01,-7.499162472568328131e-01,6.775627440572464799e-01,-7.059574541275411841e-01,-1.465722832955682342e-01,-3.036125652846635159e-01,1.000000000000000000e+00
7.111611430927219368e-01,-5.406810307989111664e-01,5.992921160474374842e-01,-7.880663970660360951e-01,2.268200335490681230e+00,1.568370431080510885e+00,1.000000000000000000e+00
7.662202736015978344e-01,-3.288373746468138403e-01,6.713226555534242967e-01,-5.778686617966666272e-01,2.031990604285797808e+00,1.585152179741408984e+00,1.000000000000000000e+00
8.071690205172051824e-01,-1.154801313044098998e-01,7.286509418938393878e-01,-3.650504875515632741e-01,1.795946955086460406e+00,1.594890047118905585e+00,1.000000000000000000e+00
8.340865824013277141e-01,9.831018262633954563e-02,7.712873124060959373e-01,-1.507117633487563835e-01,1.561228168348246959e+00,1.597676265171892984e+00,1.000000000000000000e+00
8.471196598207050288e-01,3.114724207391836863e-01,7.993142296678941161e-01,6.406202364330279564e-02,1.328963442258631389e+00,1.593635454667586826e+00,1.000000000000000000e+00
8.464803898237683866e-01,5.229696455719659021e-01,8.128844402267842995e-01,2.782048455581819790e-01,1.100247422177683454e+00,1.582923367113695079e+00,1.000000000000000000e+00
8.324439993656765902e-01,7.317937518789151552e-01,8.122188239503465024e-01,4.906749948389454441e-01,8.761354991026261141e-01,1.565725498463908405e+00,1.000000000000000000e+00
8.053461948271964932e-01,9.369698559536127069e-01,7.976039507416671226e-01,7.004597287783115300e-01,6.576393949492813640e-01,1.542255583973367150e+00,1.000000000000000000e+00
7.655803057310334170e-01,1.137560434048799696e+00,7.693893624722764057e-01,9.065796790332778521e-01,4.457230506772679179e-01,1.512753983979318040e+00,1.000000000000000000e+00
7.135942016090739415e-01,1.332669194511804989e+00,7.279845989822586461e-01,1.108093009082386615e+00,2.412988314756306929e-01,1.477485970724664810e+00,1.000000000000000000e+00
6.498870017136646471e-01,1.521444669871438338e+00,6.738559878821274163e-01,1.304099304173658824e+00,4.522406138221453376e-02,1.436739926627913722e+00,1.000000000000000000e+00
5.750055978940101786e-01,1.703083516764815952e+00,6.075232186612018470e-01,1.493743179935717702e+00,-1.417021021584166651e-01,1.390825464631979091e+00,1.000000000000000000e+00
4.895410114742193008e-01,1.876833513271973342e+00,5.295557222610659531e-01,1.676217597484858546e+00,-3.187414451760539058e-01,1.340071481436361678e+00,1.000000000000000000e+00
3.941246053721018661e-01,2.041996244923428350e+00,4.405688778093710956e-01,1.850766874547929097e+00,-4.852191187604062983e-01,1.284824154532566931e+00,0.000000000000000000e+00
4.424401499016842876e-01,1.856098983060998631e+00,3.412200686284179163e-01,2.016689383825999382e+00,1.919181435582454576e+00,-9.737676730651027013e-01,0.000000000000000000e+00
4.783735361855939727e-01,1.668873516618932351e+00,3.915268451046365894e-01,1.829936961849663701e+00,1.712048171064645352e+00,-9.823128564080314540e-01,0.000000000000000000e+00
5.019942626267871466e-01,1.481268021631150678e+00,4.289411565735151144e-01,1.641850225318923107e+00,1.506077501209049041e+00,-9.847578213241873213e-01,0.000000000000000000e+00
5.134310620566640004e-01,1.294213676377618194e+00,4.535353656805956590e-01,1.453381712044288898e+00,1.302260321164316004e+00,-9.812119251567043010e-01,0.000000000000000000e+00
5.128700891949796725e-01,1.108620415280912264e+00,4.654435107325444743e-01,1.265466883889658112e+00,1.101557205246631810e+00,-9.718118431279575420e-01,0.000000000000000000e+00
5.005528614809816590e-01,9.253728718875930959e-01,4.648594184567201304e-01,1.079019861136059077e+00,9.048942812435315508e-01,-9.567203518369957749e-01,0.000000000000000000e+00
4.767739683213488289e-01,7.453265271450215668e-01,4.520345599676390824e-01,8.949293468000203422e-01,7.131593564056125656e-01,-9.361250084635573954e-01,0.000000000000000000e+00
4.418785646412202728e-01,5.693040778509788069e-01,4.272756656059890079e-01,7.140547571917860159e-01,5.271983091898292395e-01,-9.102367342566733965e-01,0.000000000000000000e+00
3.962596653703874261e-01,3.980920387734218635e-01,3.909421151911984249e-01,5.372225736591634826e-01,3.478117592302395478e-01,-8.792883111863086798e-01,0.000000000000000000e+00
3.403552581457679471e-01,2.324375905187200386e-01,3.434431210050977179e-01,3.652229290764326675e-01,1.757520263935782312e-01,-8.435328008873660410e-01,0.000000000000000000e+00
2.746452520623460791e-01,7.304568377649053867e-02,2.852347214999966241e-01,1.988064412122217128e-01,1.172038813813522547e-02,-8.032418952262466716e-01,0.000000000000000000e+00
1.996482807570676143e-01,-7.942359090453746107e-02,2.168166042982811459e-01,3.868130365335870763e-02,-1.436353572577672433e-01,-7.587042079711566744e-01,0.000000000000000000e+00
1.159183784634525566e-01,-2.243573601446265386e-01,1.387287775215798880e-01,-1.144893565187575096e-01,-2.897230156879975760e-01,-7.102235171485802301e-01,0.000000000000000000e+00
2.404154792919747929e-02,-3.611920453976313894e-01,5.154810885538063658e-02,-2.600898465990053587e-01,-4.260078061740046884e-01,-6.581169677204917745e-01,0.000000000000000000e+00
-7.536776075454874879e-02,-4.894151565827120076e-01,-4.411524798002122022e-02,-3.975539954807633114e-01,-5.520138511668821746e-01,-6.027132442204617968e-01,0.000000000000000000e+00
-1.816702413040168773e-01,-6.085667985050361439e-01,-1.476215195185046070e-01,-5.263669555386450982e-01,-6.673253472001586806e-01,-5.443507229428704575e-01,0.000000000000000000e+00
-2.942053733012734429e-01,-7.182408883646012043e-01,-2.583050517013073533e-01,-6.460667159790017822e-01,-7.715874164911271649e-01,-4.833756131893505170e-01,0.000000000000000000e+00
-4.122950962167191702e-01,-8.180860841084879320e-01,-3.754781020358945454e-01,-7.562453259494988922e-01,-8.645066416470149617e-01,-4.201400969409979647e-01,0.000000000000000000e+00
-5.352474966716818106e-01,-9.078064248103373535e-01,-4.984346650362053710e-01,-8.565498271619538251e-01,-9.458512871501173480e-01,-3.550004761466617476e-01,0.000000000000000000e+00
-6.623604905245534802e-01,-9.871616856549851882e-01,-6.264543114486597064e-01,-9.466828972176709600e-01,-1.015451212764160394e+00,-2.883153365967265347e-01,0.000000000000000000e+00
-7.929254817559197033e-01,-1.055967451459973949e+00,-7.588060220883707796e-01,-1.026403206225067644e+00,-1.073197485419364439e+00,-2.204437370921434047e-01,0.000000000000000000e+00
-9.262309806010220470e-01,-1.114094913973088463e+00,-8.947519975181660312e-01,-1.095525490659398526e+00,-1.119041697486953035e+00,-1.517434323202117297e-01,0.000000000000000000e+00
-1.061566163927817552e+00,-1.161470399440718948e+00,-1.033551425295397452e+00,-1.153920349727824091e+00,-1.152995000642418999e+00,-8.256913751556112235e-02,0.000000000000000000e+00
-1.198224361481557310e+00,-1.198074634140521733e+00,-1.174464187084114153e+00,-1.201513770764504718e+00,-1.175126865733561843e+00,-1.327084261811438230e-02,0.000000000000000000e+00
-1.335506452307738900e+00,-1.223941756708815110e+00,-1.316754488578483651e+00,-1.238286391384582297e+00,-1.185563580211571599e+00,5.580781675714525936e-02,0.000000000000000000e+00
-1.472724156419669361e+00,-1.239158087163969579e+00,-1.459694395902764397e+00,-1.264272507268109580e+00,-1.184486495744565104e+00,1.243311246493218752e-01,0.000000000000000000e+00
-1.609203207589807283e+00,-1.243860663527879273e+00,-1.602567262938595194e+00,-1.279558835520729687e+00,-1.172130039612803598e+00,1.919727799406930058e-01,0.000000000000000000e+00
-1.744286394010287733e+00,-1.238235557874772352e+00,-1.744671034876811966e+00,-1.284283044563349740e+00,-1.148779504376110427e+00,2.584173154406863016e-01,0.000000000000000000e+00
-1.877336454482317230e+00,-1.222515984487168694e+00,-1.885321414192928424e+00,-1.278632062434479577e+00,-1.114768631108065566e+00,3.233614353925975404e-01,0.000000000000000000e+00
-2.007738818750953502e+00,-1.196980213569926565e+00,-2.023854876197389796e+00,-1.262840176243373413e+00,-1.070477002203068295e+00,3.865152664418434747e-01,0.000000000000000000e+00
-2.134904181595606687e+00,-1.161949304662950766e+00,-2.159631522307962292e+00,-1.237186936286795103e+00,-1.016327260381387099e+00,4.476035176289637763e-01,0.000000000000000000e+00
-2.258270901311820289e+00,-1.117784674499357811e+00,-2.292037760226409482e+00,-1.201994879035023889e+00,-9.527821710423099999e-01,5.063665455070892607e-01,0.000000000000000000e+00
-2.377307214270777624e+00,-1.064885514577527337e+00,-2.420488801269069512e+00,-1.157627083801741730e+00,-8.803415455452213711e-01,5.625613210279385434e-01,0.000000000000000000e+00
