x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
2.272251374130612511e+00,2.660701472563850256e+00,2.210175190795131694e+00,2.972528953248702255e+00,1.349058984437458419e-01,-2.383517489186211868e+00,0.000000000000000000e+00
2.230394410904223079e+00,2.275246003918444782e+00,2.180339904726563027e+00,2.586860056453983869e+00,7.080585274511566607e-03,-2.322900123286340435e+00,0.000000000000000000e+00
2.177623947380894709e+00,1.901304737997236316e+00,2.139410762940758826e+00,2.210764688292063074e+00,-1.158792686307085484e-01,-2.251765233219975570e+00,0.000000000000000000e+00
2.114416960732768747e+00,1.540489522509136844e+00,2.087810034718621477e+00,1.845903920920387575e+00,-2.334651323579963744e-01,-2.170672327620648989e+00,0.000000000000000000e+00
2.041292317173243998e+00,1.194315507478307836e+00,2.026004124328457667e+00,1.493850461193096280e+00,-3.452050518822250558e-01,-2.080218806007828380e+00,0.000000000000000000e+00
1.958807383893042875e+00,8.641956101710538407e-01,1.954500396547335539e+00,1.156082666410865878e+00,-4.506652457017789604e-01,-1.981036263652631524e+00,0.000000000000000000e+00
1.867554518871483715e+00,5.514355934809884729e-01,1.873843863698590795e+00,8.339791436572082661e-01,-5.494514807899532061e-01,-1.873786701624873707e+00,0.000000000000000000e+00
1.768157458274543403e+00,2.572297697946598349e-01,1.784613753271623082e+00,5.288139476963009677e-01,-6.412102264606972524e-01,-1.759158662566876474e+00,0.000000000000000000e+00
1.661267621263224470e+00,-1.734266095880120095e-02,1.687419975398614769e+00,2.417523891625931731e-01,-7.256295848873299814e-01,-1.637863312696554274e+00,0.000000000000000000e+00
1.547560352047849586e+00,-2.713206336658023354e-01,1.582899509572284646e+00,-2.615253846559408360e-02,-8.024399981380219149e-01,-1.510630490398519044e+00,0.000000000000000000e+00
1.427731118938146970e+00,-5.038635986424797597e-01,1.471712730000599212e+00,-2.739631078315979407e-01,-8.714147326941488192e-01,-1.378204741521962706e+00,0.000000000000000000e+00
1.302491689957656407e+00,-7.142532615554402220e-01,1.354539688910530337e+00,-5.008591805056223922e-01,-9.323701434945939059e-01,-1.241341361168426083e+00,0.000000000000000000e+00
1.172566304316984720e+00,-9.018946868329398292e-01,1.232076376935619999e+00,-7.061399046545996372e-01,-9.851657205931385608e-01,-1.100802461327671233e+00,0.000000000000000000e+00
1.038687858676833331e+00,-1.066316771800714713e+00,1.105030979454187490e+00,-8.892247916589908208e-01,-1.029703922525562421e+00,-9.573530832066170504e-01,0.000000000000000000e+00
9.015941266822029565e-01,-1.207172101730823899e+00,9.741201473894710583e-01,-1.049654178735071497e+00,-1.065929801451045211e+00,-8.117573725021033360e-01,0.000000000000000000e+00
7.620240297175940869e-01,-1.324236198836919787e+00,8.400653005434471909e-01,-1.187089087503655715e+00,-1.093830426057247562e+00,-6.647748351942477374e-01,0.000000000000000000e+00
