x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
1.882364016336260937e+00,1.011044545971802044e+00,1.854558296865867373e+00,1.217086300821526246e+00,-1.435268358721855930e-01,-2.045954170192634258e+00,0.000000000000000000e+00
1.832281970300777774e+00,8.101174027902718899e-01,1.818886905344675009e+00,1.011044545971802266e+00,-2.679987503519411507e-01,-1.995167080560782624e+00,0.000000000000000000e+00
1.769141871741910066e+00,6.151922910950665679e-01,1.769951579639656769e+00,8.101174027902720010e-01,-3.877328471459829395e-01,-1.935568086376179942e+00,0.000000000000000000e+00
1.693514426005954920e+00,4.271094219656493829e-01,1.708257189481634075e+00,6.151922910950666790e-01,-5.022339362574460564e-01,-1.867625961144555369e+00,0.000000000000000000e+00
1.606020458866754819e+00,2.466586006859248503e-01,1.634361372870916540e+00,4.271094219656494384e-01,-6.110424450117366568e-01,-1.791841224518830433e+00,0.000000000000000000e+00
1.507326862691857228e+00,7.457634146560988830e-02,1.548870740636214105e+00,2.466586006859249058e-01,-7.137359718310036794e-01,-1.708743046402203314e+00,0.000000000000000000e+00
1.398142396485810179e+00,-8.845669805977600386e-02,1.452436915420758812e+00,7.457634146560990218e-02,-8.099306260885121844e-01,-1.618886071609240584e+00,0.000000000000000000e+00
1.279213363395582892e+00,-2.418179562834698593e-01,1.345752427891315994e+00,-8.845669805977601774e-02,-8.992821517036082568e-01,-1.522847182298574742e+00,0.000000000000000000e+00
1.151319189397046250e+00,-3.849448764996504235e-01,1.229546493215048164e+00,-2.418179562834698870e-01,-9.814868332489906644e-01,-1.421222215354837504e+00,0.000000000000000000e+00
1.015267926895919937e+00,-5.173364823741015694e-01,1.104580690980081714e+00,-3.849448764996504790e-01,-1.056282184437662197e+00,-1.314622651777010764e+00,0.000000000000000000e+00
8.718917068739862053e-01,-6.385546188917331500e-01,9.716445717497576018e-01,-5.173364823741015694e-01,-1.123447419930317714e+00,-1.203672294929304165e+00,0.000000000000000000e+00
7.220421629944117070e-01,-7.482248593285466542e-01,8.315512133403037964e-01,-6.385546188917332611e-01,-1.182803712452646705e+00,-1.089003954229465387e+00,0.000000000000000000e+00
5.665858507521600584e-01,-8.460370804289878421e-01,6.851327496996603150e-01,-7.482248593285467653e-01,-1.234214238228703131e+00,-9.712561504934181800e-01,0.000000000000000000e+00
4.063996843204344955e-01,-9.317457095596789474e-01,5.332358949448476881e-01,-8.460370804289879532e-01,-1.277584014719491901e+00,-8.510698587251249725e-01,0.000000000000000000e+00
2.423664132062379462e-01,-1.005169649150440048e+00,3.767174846901826801e-01,-9.317457095596790584e-01,-1.312859535598496663e+00,-7.290853036427183964e-01,0.000000000000000000e+00
7.537016019208034323e-02,-1.066191885216550173e+00,2.164400562731080002e-01,-1.005169649150440048e+00,-1.340028208796403275e+00,-6.059388226672584032e-01,0.000000000000000000e+00
-9.370795868822964780e-02,-1.114758788176364535e+00,5.326748886291109153e-02,-1.066191885216550395e+00,-1.359117604300342563e+00,-4.822598104760134063e-01,0.000000000000000000e+00
-2.639941122085502911e-01,-1.150879115529803487e+00,-1.119392762747937475e-01,-1.114758788176364757e+00,-1.370194519196998417e+00,-3.586677585394801859e-01,0.000000000000000000e+00
-4.346259110115753277e-01,-1.174622727240675735e+00,-2.783264158830220936e-01,-1.150879115529803709e+00,-1.373363868199203530e+00,-2.357694023268444850e-01,0.000000000000000000e+00
-6.047564256140990357e-01,-1.186119025864436294e+00,-4.450512865910453142e-01,-1.174622727240675957e+00,-1.368767408591106127e+00,-1.141559880822096834e-01,0.000000000000000000e+00
-7.735580483422229703e-01,-1.185555134578478720e+00,-6.112863509200533452e-01,-1.186119025864436516e+00,-1.356582309164277245e+00,5.599329751784488073e-03,0.000000000000000000e+00
-9.402261832893036297e-01,-1.173173827300582062e+00,-7.762229507922691063e-01,-1.185555134578478942e+00,-1.337019573294829122e+00,1.229439502499117820e-01,0.000000000000000000e+00
-1.103982749552649967e+00,-1.149271226019360936e+00,-9.390749130005392464e-01,-1.173173827300582284e+00,-1.310322326827452422e+00,2.373481375434506602e-01,0.000000000000000000e+00
-1.264079484217660587e+00,-1.114194281305663781e+00,-1.099081972231999549e+00,-1.149271226019361158e+00,-1.276763981885873145e+00,3.483071737908046139e-01,0.000000000000000000e+00
