x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
2.004785654494757541e+00,7.497907189823919127e-01,1.945303029371320935e+00,9.811549305135095489e-01,-4.568239761843351926e-02,-1.945287030493991098e+00,0.000000000000000000e+00
1.930302486585611543e+00,5.714481097560070166e-01,1.892805832183637627e+00,7.927236903210518326e-01,-1.752782261172413369e-01,-1.901670658181731532e+00,0.000000000000000000e+00
1.836399083369453233e+00,3.984328940264929009e-01,1.820788247967624285e+00,6.089699128130072747e-01,-2.999412036124900482e-01,-1.850486549412452275e+00,0.000000000000000000e+00
1.723924210931134127e+00,2.314908417970441279e-01,1.729993287990370998e+00,4.307051694935291608e-01,-4.191557555010552716e-01,-1.792137290747112477e+00,0.000000000000000000e+00
1.593801175605277898e+00,7.132298296776277968e-02,1.621241622004673921e+00,2.586978580878367961e-01,-5.324433906970698072e-01,-1.727052732600250273e+00,0.000000000000000000e+00
1.447021795021582014e+00,-8.141695363301389154e-02,1.495425992539852755e+00,9.367027873972987029e-02,-6.393643193678665293e-01,-1.655687330458124551e+00,0.000000000000000000e+00
1.284640151832849631e+00,-2.261248173823969809e-01,1.353505385520899607e+00,-6.370400466051351351e-02,-7.395188479437546647e-01,-1.578517417871418527e+00,0.000000000000000000e+00
1.107766165201876873e+00,-3.622480235992119324e-01,1.196498990764115700e+00,-2.128025107012932737e-01,-8.325485489660214844e-01,-1.496038426005682487e+00,0.000000000000000000e+00
9.175590153225491319e-01,-4.892872478558809579e-01,1.025479986264254961e+00,-3.530558884966974453e-01,-9.181372044943106880e-01,-1.408762064501808853e+00,0.000000000000000000e+00
7.152204562720043679e-01,-6.067978243636505953e-01,8.415691803808178495e-01,-4.839496634062153690e-01,-9.960115229352928257e-01,-1.317213478295386153e+00,0.000000000000000000e+00
5.019880523381434756e-01,-7.143908474356164273e-01,6.459285460519427202e-01,-6.050256778489612186e-01,-1.065941630272108309e+00,-1.221928394871101053e+00,0.000000000000000000e+00
2.791283726440762503e-01,-8.117339765135807017e-01,4.397546810168039833e-01,-7.158832261866522328e-01,-1.127741337765961527e+00,-1.123450276186849450e+00,0.000000000000000000e+00
4.793017840351675163e-02,-8.985519466945465217e-01,2.242722277154254040e-01,-8.161798841761261913e-01,-1.181268189259765400e+00,-1.022327489196484418e+00,0.000000000000000000e+00
-1.903023635058811447e-01,-9.746267881039727410e-01,7.272860633772328803e-04,-9.056320349859342533e-01,-1.226423292237200702e+00,-9.191105085308288736e-01,0.000000000000000000e+00
-4.342564077641553610e-01,-1.039797758829746233e+00,-2.296191483267783218e-01,-9.840150952256930816e-01,-1.263150937771930327e+00,-8.143491644690347142e-01,0.000000000000000000e+00
-6.826170666845022827e-01,-1.093960997447170014e+00,-4.654976886788463886e-01,-1.051163445845177735e+00,-1.291438015439308140e+00,-7.085899488474004526e-01,0.000000000000000000e+00
-9.340739242857714064e-01,-1.137068902425804717e+00,-7.056369734573659791e-01,-1.106970074116425451e+00,-1.311313230151112119e+00,-6.023733910164774663e-01,0.000000000000000000e+00
-1.187327398719911775e+00,-1.169129246908498843e+00,-9.487699648076147740e-01,-1.151385934210896078e+00,-1.322846128710942315e+00,-4.962315153709950244e-01,0.000000000000000000e+00
-1.441094924748718142e+00,-1.190204038486804228e+00,-1.193640100370406243e+00,-1.184419035119642194e+00,-1.326145944669099297e+00,-3.906853913463333439e-01,0.000000000000000000e+00
-1.694116929413447270e+00,-1.200408134660882586e+00,-1.439007271103014629e+00,-1.206133265832688428e+00,-1.321360270779833535e+00,-2.862427861033586818e-01,0.000000000000000000e+00
