x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
2.149230826025001484e+00,1.132620507371995933e+00,2.125086590123746344e+00,1.340250507670243563e+00,-2.706257796021736915e-03,-1.894788274418434337e+00,0.000000000000000000e+00
2.085213317324413840e+00,8.979918548779577403e-01,2.078952512136775344e+00,1.102271773231328522e+00,-1.421127603189355493e-01,-1.843904044273869225e+00,0.000000000000000000e+00
2.004504318215541758e+00,6.703719545990988182e-01,2.015664088665772624e+00,8.702004278691128913e-01,-2.762129847475729982e-01,-1.784191055038668594e+00,0.000000000000000000e+00
1.907833334326933139e+00,4.507419462175122904e-01,1.935874271517262324e+00,6.450614436597126300e-01,-4.044523264079736835e-01,-1.716118976842074373e+00,0.000000000000000000e+00
1.795993937857102818e+00,2.400241090557474477e-01,1.840304258096159273e+00,4.278252664697823615e-01,-5.263160714428952724e-01,-1.640189286681404957e+00,0.000000000000000000e+00
1.669838585750632820e+00,3.907849285040182474e-02,1.729738582733366004e+00,2.194041233479311626e-01,-6.413311370137351197e-01,-1.556932166603615553e+00,0.000000000000000000e+00
1.530273251092331366e+00,-1.513000780591995387e-01,1.605019993876839246e+00,2.064869002079771157e-02,-7.490675719154514800e-01,-1.466903322292916201e+00,0.000000000000000000e+00
1.378251897867026843e+00,-3.303846198092720288e-01,1.467044146627949130e+00,-1.676548722657809076e-01,-8.491398149844932020e-01,-1.370680739310970786e+00,0.000000000000000000e+00
1.214770829403789776e+00,-4.975182180588841874e-01,1.316754140427354614e+00,-3.447875033223020136e-01,-9.412077099240824252e-01,-1.268861394200164749e+00,0.000000000000000000e+00
1.040862940841868145e+00,-6.521158677143124027e-01,1.155134931863895709e+00,-5.100994487676737688e-01,-1.024977276398306048e+00,-1.162057937539744401e+00,0.000000000000000000e+00
8.575919058244785287e-01,-7.936659220206868648e-01,9.832076525982815784e-01,-6.630120797017124978e-01,-1.100201238448651697e+00,-1.050895365843184548e+00,0.000000000000000000e+00
6.660463273492470693e-01,-9.217311516603629018e-01,8.020238622637005932e-01,-8.030193260025865198e-01,-1.166679312461168516e+00,-9.360076989033832007e-01,0.000000000000000000e+00
4.673338822850275354e-01,-1.035949416404770229e+00,6.126597659312963406e-01,-9.296887238816706756e-01,-1.224258258051097226e+00,-8.180346788356122056e-01,0.000000000000000000e+00
2.625754885087161483e-01,-1.136033953723239787e+00,4.162104253141532539e-01,-1.042662080214805886e+00,-1.272831696332748175e+00,-6.976185066373095101e-01,0.000000000000000000e+00
5.289952292817635265e-02,-1.221773290550517643e+00,2.137839923336624648e-01,-1.141655758005468035e+00,-1.312339701098079514e+00,-5.754006315850103137e-01,0.000000000000000000e+00
-1.605638821556547302e-01,-1.293030786146466937e+00,6.495992992464290350e-03,-1.226460589113962607e+00,-1.342768169436004744e+00,-4.520186082229410984e-01,0.000000000000000000e+00
-3.766884378263735678e-01,-1.349743815639823374e+00,-2.045363113056198889e-01,-1.296941422099670893e+00,-1.364147979279884515e+00,-3.281030350721442779e-01,0.000000000000000000e+00
-5.943571669923746192e-01,-1.391922605425951032e+00,-4.181994587696068466e-01,-1.353036314663675244e+00,-1.376553942271141473e+00,-2.042745885050177290e-01,0.000000000000000000e+00
-8.124677181613578769e-01,-1.419648733080244529e+00,-6.333891933824188358e-01,-1.394755381739958500e+00,-1.380103561167248083e+00,-8.114116449423329491e-02,0.000000000000000000e+00
-1.029937501466258176e+00,-1.433073305848519219e+00,-8.490157181576586387e-01,-1.422179311758820619e+00,-1.374955601801226335e+00,4.070485983887477816e-02,0.000000000000000000e+00
-1.245708625194206443e+00,-1.432414833078327954e+00,-1.064008772672154990e+00,-1.435457564990597623e+00,-1.361308490313562602e+00,1.606892337786409164e-01,0.000000000000000000e+00
-1.458752612485101574e+00,-1.417956809156179609e+00,-1.277322513373581714e+00,-1.434806269166160719e+00,-1.339398547024445163e+00,2.782582994395446097e-01,0.000000000000000000e+00
-1.668074879353247386e+00,-1.390045024611229474e+00,-1.487940176561297845e+00,-1.420505828758622080e+00,-1.309498068891970401e+00,3.928813077265844722e-01,0.000000000000000000e+00
-1.872718956735621498e+00,-1.349084624032861335e+00,-1.694878505408509373e+00,-1.392898265394333368e+00,-1.271913273009972922e+00,5.040525754238875944e-01,0.000000000000000000e+00
-2.071770440874737940e+00,-1.295536930324945990e+00,-1.897191923926300428e+00,-1.352384307837343425e+00,-1.226982114035295224e+00,6.112934759535277873e-01,1.000000000000000000e+00
-1.866574249153717835e+00,-1.294910729272364724e+00,-2.093976442356214385e+00,-1.299420250857322712e+00,2.020762858498452275e+00,1.604142860180307606e-01,1.000000000000000000e+00
-1.663971537049053762e+00,-1.281161292381184813e+00,-1.891117197442208742e+00,-1.298800875008742306e+00,1.999926720436633332e+00,2.722212976375985583e-01,1.000000000000000000e+00
-1.464908144034934523e+00,-1.254617463003984579e+00,-1.690821895417500720e+00,-1.285201298471984721e+00,1.971491663245391823e+00,3.812266380081762995e-01,1.000000000000000000e+00
-1.270293662673331880e+00,-1.215664529614037592e+00,-1.494025603740868569e+00,-1.258946780410562072e+00,1.935748896334084757e+00,4.869494074230834024e-01,1.000000000000000000e+00
-1.080997681839204194e+00,-1.164741205702718441e+00,-1.301627555769195643e+00,-1.220418409891793177e+00,1.893019811218696669e+00,5.889344367690749760e-01,1.000000000000000000e+00
-8.978463016508905215e-01,-1.102336406755940246e+00,-1.114487436767984230e+00,-1.170050118701457809e+00,1.843653798629486529e+00,6.867540163672433140e-01,1.000000000000000000e+00
-7.216189318563844823e-01,-1.028985844215289269e+00,-9.334219385326524288e-01,-1.108325493449197285e+00,1.788025971213009546e+00,7.800094552221682465e-01,1.000000000000000000e+00
-5.530453837968402064e-01,-9.452684568343868721e-01,-7.592015942374786830e-01,-1.035774406653364510e+00,1.726534804918730348e+00,8.683324663779125041e-01,1.000000000000000000e+00
-3.928032644219177083e-01,-8.518027002354099375e-01,-5.925479035182722454e-01,-9.529694869933950097e-01,1.659599712300249719e+00,9.513863750207306458e-01,1.000000000000000000e+00
-2.415156791758632238e-01,-7.492427157547515426e-01,-4.341307561668641402e-01,-8.605224493078629244e-01,1.587658561033185922e+00,1.028867146908369890e+00,1.000000000000000000e+00
-9.974924891690159501e-02,-6.382743998414521780e-01,-2.845661611786526879e-01,-7.590803051973556981e-01,1.511165150956676362e+00,1.100504235638070316e+00,1.000000000000000000e+00
3.198755561625420824e-02,-5.196113953384388084e-01,-1.444142862569852692e-01,-6.493214752640290577e-01,1.430586662884797189e+00,1.166061248187422628e+00,1.000000000000000000e+00
1.532457599102415302e-01,-3.939910259367720990e-01,-1.417781124816438684e-02,-5.319518240854003155e-01,1.346401092309680747e+00,1.225336429067534816e+00,1.000000000000000000e+00
2.636369120847270597e-01,-2.621701949491618833e-01,1.056994026338054643e-01,-4.077006389805289954e-01,1.259094680931362564e+00,1.278162964314828676e+00,1.000000000000000000e+00
3.628337909107257619e-01,-1.249212693038749822e-01,2.148333275253030417e-01,-2.773165734843626717e-01,1.169159358702583695e+00,1.324409107409959319e+00,1.000000000000000000e+00
4.505707982898100594e-01,1.697203068300141490e-02,3.129004688679012380e-01,-1.415635762035648559e-01,1.077090208772636837e+00,1.363978130047532433e+00,1.000000000000000000e+00
5.266440405411835224e-01,1.627187156365448306e-01,3.996382534176925461e-01,-1.216825387717410632e-03,9.833829673550175121e-01,1.396808101484578568e+00,1.000000000000000000e+00
5.909111042891638244e-01,3.115245659607212003e-01,4.748451096065978150e-01,1.429413108830061285e-01,8.885315701326448323e-01,1.422871500965255720e+00,1.000000000000000000e+00
6.432905341318608805e-01,4.625961062062043938e-01,5.383802459822306652e-01,2.901252695147318872e-01,7.930257563538579690e-01,1.442174668451800645e+00,1.000000000000000000e+00
6.837610205971442756e-01,6.151444966847015028e-01,5.901631348253237874e-01,4.395502234495554106e-01,6.973487412667864760e-01,1.454757099583403379e+00,1.000000000000000000e+00
7.123603081490174072e-01,7.683893248174703539e-01,6.301727093539375435e-01,5.904359308636785153e-01,6.019749669910477996e-01,1.460690591434127938e+00,1.000000000000000000e+00
7.291838341914820276e-01,9.215622795478163320e-01,6.584462841663747401e-01,7.420104851925740652e-01,5.073679413388588744e-01,1.460078246244371103e+00,1.000000000000000000e+00
7.343831111234645492e-01,1.073910693054805909e+00,6.750782097452150410e-01,8.935139494946606753e-01,4.139781734750859199e-01,1.453053340857125564e+00,1.000000000000000000e+00
7.281638645235327667e-01,1.224700934972401400e+00,6.802182729387599158e-01,1.044201859562526202e+00,3.222412146524369359e-01,1.439778070097439411e+00,1.000000000000000000e+00
7.107839414834679070e-01,1.373221645338812857e+00,6.740698563496673179e-01,1.193348581147178455e+00,2.325758115764798850e-01,1.420442172790166824e+00,1.000000000000000000e+00
6.825510039623794434e-01,1.518786793568932536e+00,6.568878704901807142e-01,1.340250507670243563e+00,1.453821792505001764e-01,1.395261449515898811e+00,1.000000000000000000e+00
6.438200227954935517e-01,1.660738551852130485e+00,6.289764734062669449e-01,1.484229085855499841e+00,6.104039942571137106e-02,1.364476181556813827e+00,1.000000000000000000e+00
5.949905886620282525e-01,1.798449972522081053e+00,5.906865932267403307e-01,1.624633657808410847e+00,-2.009104995811681130e-02,1.328349460782599634e+00,1.000000000000000000e+00
5.365040568932646359e-01,1.931327460118408945e+00,5.424132697560971605e-01,1.760844109204280139e+00,-9.767662970838557335e-02,1.287165440470998679e+00,1.000000000000000000e+00
