x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
1.950608397042818742e+00,1.662643848374486533e+00,1.915062053460046876e+00,1.895185681110241882e+00,-7.477061672482805676e-02,-2.096611205472756811e+00,0.000000000000000000e+00
1.905319688993236449e+00,1.377205711928726206e+00,1.882768633858466378e+00,1.608646616014941078e+00,-2.033663845847810125e-01,-2.040874997419535486e+00,0.000000000000000000e+00
1.848222710810108138e+00,1.100294092384654476e+00,1.838467334163069511e+00,1.329220361848661103e+00,-3.270673670963979984e-01,-1.975468179196337992e+00,0.000000000000000000e+00
1.779833545797867123e+00,8.331025979374890866e-01,1.782615214481867216e+00,1.058141039555575924e+00,-4.453619682249465028e-01,-1.900905205516647101e+00,0.000000000000000000e+00
1.700713600677023818e+00,5.767532300491677866e-01,1.715717106198268560e+00,7.965771176209571758e-01,-5.577753892881386344e-01,-1.817735370851009780e+00,0.000000000000000000e+00
1.611465939741575371e+00,3.322922846066402869e-01,1.638322175946683279e+00,5.456269659738637312e-01,-6.638712342083850082e-01,-1.726539411840055660e+00,0.000000000000000000e+00
1.512731486878931664e+00,1.006867073593157441e-01,1.551020339694568539e+00,3.063148434750084248e-01,-7.632528937576075201e-01,-1.627926022524030625e+00,0.000000000000000000e+00
1.405185116780027776e+00,-1.171790874616407269e-01,1.454438547567925122e+00,7.958733011578172922e-02,-8.555647063777976902e-01,-1.522528301279880258e+00,0.000000000000000000e+00
1.289531656788428071e+00,-3.205059288969844267e-01,1.349236960282911735e+00,-1.336897873563864247e-01,-9.404928943083421533e-01,-1.411000148317448355e+00,0.000000000000000000e+00
1.166501820850313287e+00,-5.085821273811453880e-01,1.236105038164751369e+00,-3.327341700768970956e-01,-1.017766274883093569e+00,-1.294012632454162315e+00,0.000000000000000000e+00
1.036848096934450902e+00,-6.807852376386801518e-01,1.115757563747887371e+00,-5.168491180465395463e-01,-1.087156747969111548e+00,-1.172250345666919324e+00,0.000000000000000000e+00
9.013406090950585314e-01,-8.365833471333264937e-01,9.889306188605992975e-01,-6.854252958979156762e-01,-1.148479561602465893e+00,-1.046407763611269859e+00,0.000000000000000000e+00
7.607629750539909308e-01,-9.755358931679182222e-01,8.563775369053582276e-01,-8.379419942072511285e-01,-1.201593358926850597e+00,-9.171856299073082308e-01,0.000000000000000000e+00
6.159081797852768991e-01,-1.097294013992253570e+00,7.188648507561979928e-01,-9.739679293845975305e-01,-1.246400010556319771e+00,-7.852873815197575214e-01,0.000000000000000000e+00
4.675744850986523482e-01,-1.201600441463618774e+00,5.771682563095422713e-01,-1.093161587386685785e+00,-1.282844237457266390e+00,-6.514156320133900335e-01,0.000000000000000000e+00
3.165613946435629766e-01,-1.288288944911494038e+00,4.320686112491604058e-01,-1.195271118638228103e+00,-1.310913030375119082e+00,-5.162687288451944800e-01,0.000000000000000000e+00
1.636656930957925138e-01,-1.357283337875449636e+00,2.843479880232857027e-01,-1.280133793609914195e+00,-1.330634872712578076e+00,-3.805374001693949682e-01,0.000000000000000000e+00
9.677577550269989004e-03,-1.408596061305064318e+00,1.347857993869904236e-01,-1.347675030476340741e+00,-1.342078774596858093e+00,-2.449015058822186786e-01,0.000000000000000000e+00
-1.446231016689895066e-01,-1.442326358625422023e+00,-1.584498585958743835e-02,-1.397907008156492603e+00,-1.345353126648549447e+00,-1.100269068272176631e-01,0.000000000000000000e+00
-2.984704744520405573e-01,-1.458658059774556648e+00,-1.667815201014546944e-01,-1.430926879815910491e+00,-1.340604382683205476e+00,2.343753477666814938e-02,0.000000000000000000e+00
-4.511161432135243343e-01,-1.457856992903883597e+00,-3.172746311336702707e-01,-1.446914603576617830e+00,-1.328015581235166609e+00,1.548628115282829065e-01,0.000000000000000000e+00
-6.018325196858200776e-01,-1.440268043893782934e+00,-4.665922383306621013e-01,-1.446130408732172246e+00,-1.307804716389970645e+00,2.836424724503787687e-01,0.000000000000000000e+00
-7.499159928619819615e-01,-1.406311885169355458e+00,-6.140226166888501647e-01,-1.428911917195572645e+00,-1.280222968944629169e+00,4.091951597843925814e-01,0.000000000000000000e+00
-8.946899158522304552e-01,-1.356481396501913794e+00,-7.588774957004167376e-01,-1.395670941212514338e+00,-1.245552809383667414e+00,5.309669717645151277e-01,0.000000000000000000e+00
-1.035507400552783119e+00,-1.291337801546715180e+00,-9.004949810887741268e-01,-1.346889979547763572e+00,-1.204105984561155251e+00,6.484336432018792395e-01,0.000000000000000000e+00
-1.171753910192902870e+00,-1.211506544794330065e+00,-1.038242288546547210e+00,-1.283118435394918988e+00,-1.156221400314960901e+00,7.611025367687360710e-01,0.000000000000000000e+00
-1.302849641018807736e+00,-1.117672934399901008e+00,-1.171518279758541947e+00,-1.204968580167201875e+00,-1.102262912508324755e+00,8.685144389465977444e-01,0.000000000000000000e+00
-1.428251685585160802e+00,-1.010577577000487226e+00,-1.299755792158921786e+00,-1.113111288097206275e+00,-1.042617039196316320e+00,9.702451556833774360e-01,0.000000000000000000e+00
-1.547455971349869897e+00,-8.910116311351292673e-01,-1.422423755057473871e+00,-1.008271567205868191e+00,-9.776906067500121811e-01,1.065906903889933366e+00,0.000000000000000000e+00
-1.659998969499616672e+00,-7.598119062457218131e-01,-1.539029085968140143e+00,-8.912239126947347767e-01,-9.079083428413965429e-01,1.155149495988020636e+00,0.000000000000000000e+00
-1.765459170165663672e+00,-6.178558344601254859e-01,-1.649118362177828923e+00,-7.627875091714096945e-01,-8.337104291965035108e-01,1.237661315796332540e+00,0.000000000000000000e+00
-1.863458321416015639e+00,-4.660563424439963520e-01,-1.752279263798786957e+00,-6.238213083366932477e-01,-7.555500269655910373e-01,1.313170085102294271e+00,0.000000000000000000e+00
-1.953662430625008106e+00,-3.053566505567305578e-01,-1.848141785747597687e+00,-4.752190088451842542e-01,-6.738907874385267061e-01,1.381443421311392195e+00,0.000000000000000000e+00
-1.965208037502747196e+00,-2.472387831775951783e-01,-1.936379217282382381e+00,-3.179039650011156737e-01,1.501193267632202344e-01,5.945393635386030384e-01,1.000000000000000000e+00
