x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
1.531282386598121548e+00,-1.828305064248487155e-01,1.570015567759180497e+00,1.147202376635683002e-02,3.229205598293195534e-01,-1.858483842947608933e+00,0.000000000000000000e+00
1.453876671914242635e+00,-3.393401823673648510e-01,1.510750403647941775e+00,-1.531109166658876919e-01,1.373510967425218832e-01,-1.820321664903022496e+00,0.000000000000000000e+00
1.356288716927400273e+00,-4.911746512271186194e-01,1.429448273703785910e+00,-3.136083850629403647e-01,-4.115497145864443346e-02,-1.775538090104031630e+00,0.000000000000000000e+00
1.239400591335240165e+00,-6.376794411309331112e-01,1.326947978606360490e+00,-4.693115243139093229e-01,-2.118593887408545817e-01,-1.724485361967573516e+00,0.000000000000000000e+00
1.104171829871716026e+00,-7.782393431673381157e-01,1.204175989294803628e+00,-6.195491869121027007e-01,-3.740769993014507744e-01,-1.667539578439958481e+00,0.000000000000000000e+00
9.516331667901889446e-01,-9.122806588381382475e-01,1.062140141145926808e+00,-7.636904887142130782e-01,-5.271780640194717593e-01,-1.605098365693665707e+00,0.000000000000000000e+00
7.828800445022334742e-01,-1.039273198422441924e+00,9.019230530664467116e-01,-9.011471136558886208e-01,-6.705902579830288479e-01,-1.537578492130240448e+00,0.000000000000000000e+00
5.990659328245788728e-01,-1.158732025371678409e+00,7.246753093724682682e-01,-1.031375363033130155e+00,-8.038003456054569895e-01,-1.465413435623844629e+00,0.000000000000000000e+00
4.013954954936616026e-01,-1.270218943201623096e+00,5.316084427435795456e-01,-1.153877944343668416e+00,-9.263555314990493672e-01,-1.389050916912990319e+00,0.000000000000000000e+00
1.911176406296174191e-01,-1.373343722685494983e+00,3.239877567563802518e-01,-1.268205496064293891e+00,-1.037864486908646411e+00,-1.308950411957476634e+00,0.000000000000000000e+00
-3.048150832703291901e-02,-1.467765068474450318e+00,1.031250265257474402e-01,-1.373957846112253911e+00,-1.137998053107610819e+00,-1.225580655926465035e+00,0.000000000000000000e+00
-2.102333595530859744e-01,-1.528901989361656444e+00,-1.296288841844161488e-01,-1.470785003094778443e+00,-7.678708288452185116e-01,-9.067508146292199145e-01,1.000000000000000000e+00
-4.082031494745103073e-02,-1.413182624873778215e+00,-3.184290060587099402e-01,-1.533479663785222824e+00,2.320391513350359869e+00,7.873466968947111511e-01,1.000000000000000000e+00
1.108574590828833306e-01,-1.292918691050201740e+00,-1.404881211639281424e-01,-1.414811824669373275e+00,2.163528183444617614e+00,8.308788992488789216e-01,1.000000000000000000e+00
2.444061573651704622e-01,-1.168792705872823134e+00,1.882474280505294986e-02,-1.291483622742457982e+00,2.003181760880724749e+00,8.678732959929787993e-01,1.000000000000000000e+00
3.595290641615417337e-01,-1.041492618791557412e+00,1.590959574816704358e-01,-1.164194966221461902e+00,1.840210973581042131e+00,8.982778593665359246e-01,1.000000000000000000e+00
4.560260818743878675e-01,-9.117083157388192749e-01,2.800138711800611580e-01,-1.033651333182622478e+00,1.675470381003574039e+00,9.220740399005437071e-01,1.000000000000000000e+00
5.337927934619528525e-01,-7.801281841605602896e-01,3.813683138766192915e-01,-9.005601875253343991e-01,1.509806249943892231e+00,9.392761915218786894e-01,1.000000000000000000e+00
