x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
1.876607126576047335e+00,1.832659633230826923e+00,1.737567556523885726e+00,2.053751234281669724e+00,-9.937305227268543317e-02,-1.097860067200391310e+00,0.000000000000000000e+00
1.693265520954631675e+00,1.405102464815364494e+00,1.615643098025029811e+00,1.648721023887264936e+00,-2.756297527146149284e-01,-1.067262224097313084e+00,0.000000000000000000e+00
1.462120670349377427e+00,9.903171476610087565e-01,1.448382645499512567e+00,1.253744951507580252e+00,-4.451775331879747610e-01,-1.031355447662972047e+00,0.000000000000000000e+00
1.185261827153300640e+00,5.900915849067691621e-01,1.237511838624337779e+00,8.705674782879203599e-01,-6.073151868759174565e-01,-9.904221612117016793e-01,0.000000000000000000e+00
8.649617258730323277e-01,2.061064201204527990e-01,9.849366784924467044e-01,5.008402639636575504e-01,-7.613919423688785271e-01,-9.447639142499042464e-01,0.000000000000000000e+00
5.036617427525885704e-01,-1.600711023474855887e-01,6.927305548331426088e-01,1.461158821893104032e-01,-9.068096638650212649e-01,-8.946995172821842202e-01,0.000000000000000000e+00
1.039565204669199855e-01,-5.069925965463226714e-01,3.631207073063767998e-01,-1.921578512487642498e-01,-1.043024748452141326e+00,-8.405631287558374964e-01,0.000000000000000000e+00
-3.314218557742619753e-01,-8.333333003083543966e-01,-1.525801213696657398e-03,-5.126429216092237562e-01,-1.169549717158481661e+00,-7.827023045144209101e-01,0.000000000000000000e+00
-7.996200438814980993e-01,-1.137896137178874056e+00,-3.987165205984460892e-01,-8.141155174430023678e-01,-1.285954498033168303e+00,-7.214760201094605474e-01,0.000000000000000000e+00
-1.297679905415599411e+00,-1.419615068893917309e+00,-8.258483794529447586e-01,-1.095469782992446905e+00,-1.391867401068452859e+00,-6.572526762467847394e-01,0.000000000000000000e+00
-1.593052901082714357e+00,-1.532449845621735030e+00,-1.280222701869479840e+00,-1.355720915200535170e+00,-6.729808850909889673e-01,-1.824518449142445986e-01,1.000000000000000000e+00
-1.236475702756220985e+00,-1.193518235689152274e+00,-1.549688111816389435e+00,-1.459957354750733183e+00,1.639345577436030377e+00,1.087643955196080592e+00,1.000000000000000000e+00
-9.240224887918496721e-01,-8.442744224625252647e-01,-1.224386806909501857e+00,-1.146853316306891690e+00,1.482847339361016648e+00,1.116635678530058851e+00,1.000000000000000000e+00
-6.563534554664273157e-01,-4.866430091133784330e-01,-9.393393089147061836e-01,-8.242228943626697113e-01,1.324007527749507140e+00,1.140216573442068393e+00,1.000000000000000000e+00
-4.338951805466957357e-01,-1.225515928793724230e-01,-6.951479073540315357e-01,-4.938440317470823571e-01,1.163654736975708426e+00,1.158378222416027947e+00,1.000000000000000000e+00
-2.568431721783138166e-01,2.460787844267266211e-01,-4.922017642513441538e-01,-1.574974371987590271e-01,1.002608521055308399e+00,1.171139055370302495e+00,1.000000000000000000e+00
-1.251655046494346557e-01,6.173429635996501297e-01,-3.306792394546694269e-01,1.830422364261792001e-01,8.416755387362152563e-01,1.178543724659899539e+00,1.000000000000000000e+00
-3.860750150051446561e-02,9.893607314203612946e-01,-2.105512075017718365e-01,5.260150085783622531e-01,6.816458387877866176e-01,1.180662363418399030e+00,1.000000000000000000e+00
3.302577917638623191e-03,1.360285580859957211e+00,-1.315853299677395560e-01,8.696839437381640447e-01,5.232893009867518597e-01,1.177589733212377920e+00,1.000000000000000000e+00
