x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
1.777676922653215419e+00,2.369049129591751957e+00,1.737379530191837107e+00,2.642226192983074373e+00,4.484222813526160256e-01,-1.985171883581302366e+00,0.000000000000000000e+00
1.740635119366839456e+00,2.037563532174564873e+00,1.710520684254960289e+00,2.309567892140655943e+00,3.034807872720600708e-01,-1.934547265365567315e+00,0.000000000000000000e+00
1.693935287881462193e+00,1.715979966715119431e+00,1.673674732417024913e+00,1.985167228340064094e+00,1.640562515906643093e-01,-1.875138932489862409e+00,0.000000000000000000e+00
1.637999534657291534e+00,1.405684596711398671e+00,1.627221817356521383e+00,1.670456957621689442e+00,3.072529898958144615e-02,-1.807414158821014638e+00,0.000000000000000000e+00
1.573287036345647261e+00,1.107980427184192429e+00,1.571581813726502075e+00,1.366793616626597041e+00,-9.597692049053384300e-02,-1.731871862814921004e+00,0.000000000000000000e+00
1.500291041482628485e+00,8.240825446019008904e-01,1.507211470369587136e+00,1.075452360887857450e+00,-2.155585407443708357e-01,-1.649039521523620877e+00,0.000000000000000000e+00
1.419535764107041187e+00,5.551138843697366321e-01,1.434601427864604872e+00,7.976223064937575380e-01,-3.275725397972532593e-01,-1.559470005414516747e+00,0.000000000000000000e+00
1.331573186746564996e+00,3.021015362222130851e-01,1.354273128568917128e+00,5.344023880396296944e-01,-4.316180481768598365e-01,-1.463738351160273732e+00,0.000000000000000000e+00
1.236979790315219763e+00,6.597359500384657183e-02,1.266775636508188363e+00,2.867977429862110239e-01,-5.273414040310986373e-01,-1.362438489522074914e+00,0.000000000000000000e+00
1.136353228475887267e+00,-1.524434385109528778e-01,1.172682384563891400e+00,5.571662974948383279e-02,-6.144369548376955592e-01,-1.256179945328848913e+00,0.000000000000000000e+00
1.030308963945762990e+00,-3.524267049083765202e-01,1.072587866419502101e+00,-1.580321159264370112e-01,-6.926476068009641551e-01,-1.145584526354652910e+00,0.000000000000000000e+00
9.194768840621313499e-01,-5.333584824394943524e-01,9.671042906508423576e-01,-3.537410845024910877e-01,-7.617651242524060562e-01,-1.031283017616092090e+00,0.000000000000000000e+00
8.044979126833836647e-01,-6.947271359363911269e-01,8.568582141864041768e-01,-5.308057569680235677e-01,-8.216301825556626692e-01,-9.139118972567910060e-01,0.000000000000000000e+00
6.860206351784124967e-01,-8.361275245614701035e-01,7.424871721222919829e-01,-6.887254334754735474e-01,-8.721321791609857321e-01,-7.941100897572945794e-01,0.000000000000000000e+00
5.646979528597239062e-01,-9.572608771517545634e-01,6.246363205563409959e-01,-8.271036323747387176e-01,-9.132088085519828313e-01,-6.725157717125344048e-01,0.000000000000000000e+00
4.411837827451554617e-01,-1.057934146366715344e+00,5.039551087102727145e-01,-9.456479682217776572e-01,-9.448454078760126773e-01,-5.497632448561017293e-01,0.000000000000000000e+00
3.161298179938423214e-01,-1.138058855191105279e+00,3.810939961407938670e-01,-1.044169519730415496e+00,-9.670740810429673262e-01,-4.264798903881147907e-01,0.000000000000000000e+00
1.901823637579602433e-01,-1.197649451573802981e+00,2.567012303041352750e-01,-1.122581700929192072e+00,-9.799726100134170670e-01,-3.032832179829637043e-01,0.000000000000000000e+00
6.397926252715049888e-02,-1.236821189091164452e+00,1.314196991376246626e-01,-1.180898650966967667e+00,-9.836631628707610542e-01,-1.807780221210595617e-01,0.000000000000000000e+00
-6.185307767819349378e-02,-1.255787553500878229e+00,5.883872660764445824e-03,-1.219233160073442956e+00,-9.783108090818513070e-01,-5.955365760883411103e-02,0.000000000000000000e+00
-1.561552641184165147e-01,-1.246982606539451588e+00,-1.192831531186221705e-01,-1.237794151115994001e+00,-5.231374591925233020e-01,1.070633880008508843e-01,1.000000000000000000e+00
-3.807408368874293930e-02,-1.164338909898167795e+00,-2.130867347889139063e-01,-1.229177394728171224e+00,2.542856106176125230e+00,5.500671107546805105e-01,1.000000000000000000e+00
7.601902760392789671e-02,-1.064270810631464892e+00,-9.562988601075164685e-02,-1.148300064737793891e+00,2.485283827835768733e+00,6.546067361314613642e-01,1.000000000000000000e+00
1.856417313563717419e-01,-9.476177076651248754e-01,1.785997978301564343e-02,-1.050370748712255997e+00,2.420748450348756187e+00,7.541102950714567710e-01,1.000000000000000000e+00
2.903432963227513541e-01,-8.152839468528727540e-01,1.269030744611950312e-01,-9.362109048712778936e-01,2.349706258699153949e+00,8.481881313171472092e-01,1.000000000000000000e+00
3.897061884634606121e-01,-6.682330762746530040e-01,2.310510499331825951e-01,-8.067055502338172923e-01,2.272636492020386978e+00,9.364850545826147732e-01,1.000000000000000000e+00
4.833474659161562936e-01,-5.074819243912217503e-01,3.298885797907285533e-01,-6.627976386994501867e-01,2.190038527426886539e+00,1.018681403346616055e+00,1.000000000000000000e+00
5.709199759033319888e-01,-3.340945337345338495e-01,4.230347469033265417e-01,-5.054822657722068957e-01,2.102429020744560173e+00,1.094493911581517098e+00,1.000000000000000000e+00
6.074037951847874872e-01,-2.282091739231419947e-01,5.101442339973677464e-01,-3.358007319078769592e-01,1.364906119232214943e+00,6.895080323844393622e-01,0.000000000000000000e+00
5.056120730810745867e-01,-3.446039067751042184e-01,5.464351520640610138e-01,-2.321784892607850481e-01,-6.312573580823716002e-01,-6.440858999461092083e-01,0.000000000000000000e+00
4.015310875235019172e-01,-4.436490756254283241e-01,4.451816342172835173e-01,-3.460854852035033513e-01,-6.643054593645570938e-01,-5.399952771470319934e-01,0.000000000000000000e+00
