episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
15,0,-8.0,-8.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,0
15,1,-7.0,-8.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,2,-7.0,-8.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,3,-7.0,-8.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,4,-7.0,-8.0,2.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,0
15,5,-7.0,-8.0,1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,0
15,6,-8.0,-8.0,1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,7,-8.0,-8.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,0
15,8,-8.0,-7.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,9,-8.0,-6.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,10,-8.0,-5.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,11,-8.0,-5.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,3
15,12,-8.0,-4.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,13,-8.0,-3.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,14,-8.0,-2.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,15,-8.0,-1.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,16,-8.0,0.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,17,-8.0,1.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,18,-8.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,0
15,19,-7.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,20,-7.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,5
15,21,-6.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,22,-5.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,23,-4.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,24,-3.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,25,-2.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,26,-1.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,27,0.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,28,1.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,29,2.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,30,3.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,31,4.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,32,5.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,33,5.0,1.0,-1.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,34,5.0,1.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,1
15,35,5.0,2.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,36,5.0,3.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,37,5.0,4.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
15,38,5.0,5.0,0.0,-8.0,-4.0,-6.0,1.0,5.0,5.0,2
