episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
12,0,-5.0,5.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,0
12,1,-5.0,5.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,0
12,2,-5.0,4.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,3,-5.0,3.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,4,-5.0,2.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,5,-5.0,1.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,6,-5.0,0.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,7,-5.0,-1.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,8,-5.0,-2.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,9,-5.0,-3.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,10,-5.0,-4.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,11,-5.0,-5.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,12,-5.0,-5.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,13,-5.0,-5.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,3
12,14,-5.0,-5.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,1
12,15,-4.0,-5.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,16,-3.0,-5.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,17,-2.0,-5.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,18,-1.0,-5.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,19,-1.0,-5.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,20,-1.0,-5.0,2.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,0
12,21,-1.0,-5.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,1
12,22,-1.0,-5.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,1
12,23,-1.0,-4.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,24,-1.0,-4.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,0
12,25,-1.0,-4.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,5
12,26,0.0,-4.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,27,1.0,-4.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,28,2.0,-4.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,29,3.0,-4.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,30,4.0,-4.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,31,5.0,-4.0,-1.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,32,5.0,-4.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,1
12,33,5.0,-3.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,34,5.0,-2.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,35,5.0,-1.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,36,5.0,0.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,37,5.0,1.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,38,5.0,2.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,39,5.0,3.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,40,5.0,4.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
12,41,5.0,5.0,0.0,-5.0,-6.0,0.0,-4.0,5.0,5.0,2
