episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
8,0,-1.0,-5.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,0
8,1,0.0,-5.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,2,1.0,-5.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,3,1.0,-5.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,1
8,4,1.0,-4.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,5,1.0,-3.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,6,1.0,-2.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,7,1.0,-2.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,0
8,8,1.0,-2.0,2.0,-2.0,-2.0,4.0,4.0,5.0,5.0,0
8,9,1.0,-2.0,1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,0
8,10,0.0,-2.0,1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,11,-1.0,-2.0,1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,12,-1.0,-2.0,1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,3
8,13,-1.0,-2.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,0
8,14,-1.0,-1.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,15,-1.0,0.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,16,-1.0,1.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,17,-1.0,2.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,18,-1.0,3.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,19,-1.0,4.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,20,-1.0,4.0,1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,1
8,21,-1.0,4.0,2.0,-2.0,-2.0,4.0,4.0,5.0,5.0,1
8,22,-1.0,4.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,1
8,23,0.0,4.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,24,1.0,4.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,25,2.0,4.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,26,3.0,4.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,27,3.0,4.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,28,3.0,4.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,5
8,29,4.0,4.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,30,5.0,4.0,-1.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
8,31,5.0,4.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,1
8,32,5.0,5.0,0.0,-2.0,-2.0,4.0,4.0,5.0,5.0,2
