episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
9,0,-2.0,1.0,0.0,-2.0,0.0,4.0,2.0,5.0,5.0,0
9,1,-2.0,1.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,0
9,2,-2.0,1.0,2.0,-2.0,0.0,4.0,2.0,5.0,5.0,0
9,3,-2.0,1.0,2.0,-2.0,0.0,4.0,2.0,5.0,5.0,3
9,4,-2.0,1.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,1
9,5,-2.0,1.0,0.0,-2.0,0.0,4.0,2.0,5.0,5.0,1
9,6,-2.0,2.0,0.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,7,-2.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,0
9,8,-1.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,9,0.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,10,1.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,11,2.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,12,3.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,13,3.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,14,3.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,15,3.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,16,3.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,17,3.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,18,3.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,5
9,19,4.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,20,5.0,2.0,-1.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,21,5.0,2.0,0.0,-2.0,0.0,4.0,2.0,5.0,5.0,1
9,22,5.0,3.0,0.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,23,5.0,4.0,0.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
9,24,5.0,5.0,0.0,-2.0,0.0,4.0,2.0,5.0,5.0,2
