episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
16,0,-8.0,3.0,1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,0
16,1,-8.0,3.0,0.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,0
16,2,-8.0,3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,0
16,3,-8.0,3.0,2.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,0
16,4,-8.0,2.0,2.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,5,-8.0,1.0,2.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,6,-8.0,1.0,2.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,3
16,7,-8.0,0.0,2.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,8,-8.0,-1.0,2.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,9,-8.0,-2.0,2.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,10,-8.0,-3.0,2.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,11,-8.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,1
16,12,-7.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,13,-7.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,5
16,14,-6.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,15,-5.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,16,-4.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,17,-3.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,18,-2.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,19,-1.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,20,0.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,21,1.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,22,2.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,23,3.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,24,4.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,25,5.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,26,5.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,27,5.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,28,5.0,-3.0,-1.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,29,5.0,-3.0,0.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,1
16,30,5.0,-2.0,0.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,31,5.0,-1.0,0.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,32,5.0,0.0,0.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,33,5.0,1.0,0.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,34,5.0,2.0,0.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,35,5.0,3.0,0.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,36,5.0,4.0,0.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
16,37,5.0,5.0,0.0,-8.0,0.0,-6.0,-3.0,5.0,5.0,2
