episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
17,0,1.0,-3.0,0.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,0
17,1,1.0,-2.0,0.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,2,1.0,-1.0,0.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,3,1.0,0.0,0.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,4,1.0,0.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,0
17,5,1.0,0.0,2.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,0
17,6,1.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,0
17,7,0.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,8,-1.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,9,-2.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,10,-3.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,11,-4.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,12,-5.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,13,-6.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,14,-7.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,15,-8.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,16,-8.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,17,-8.0,0.0,1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,18,-8.0,0.0,2.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,1
17,19,-8.0,-1.0,2.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,20,-8.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,1
17,21,-8.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,3
17,22,-7.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,23,-6.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,24,-5.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,25,-4.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,26,-3.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,27,-2.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,28,-1.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,29,0.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,30,1.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,31,1.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,32,1.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,33,1.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,34,1.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,5
17,35,2.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,36,3.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,37,4.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,38,5.0,-1.0,-1.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,39,5.0,-1.0,0.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,1
17,40,5.0,0.0,0.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,41,5.0,1.0,0.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,42,5.0,2.0,0.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,43,5.0,3.0,0.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,44,5.0,4.0,0.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
17,45,5.0,5.0,0.0,-7.0,-1.0,2.0,-1.0,5.0,5.0,2
