episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
6,0,-7.0,-2.0,-1.0,8,8,9,8,14,14,0
6,1,-6.0,-2.0,-1.0,8,8,9,8,14,14,2
6,2,-5.0,-2.0,-1.0,8,8,9,8,14,14,2
6,3,-4.0,-2.0,-1.0,8,8,9,8,14,14,2
6,4,-3.0,-2.0,-1.0,8,8,9,8,14,14,2
6,5,-2.0,-2.0,-1.0,8,8,9,8,14,14,2
6,7,-1.0,-2.0,0.0,8,8,9,8,14,14,1
6,8,-1.0,-1.0,0.0,8,8,9,8,14,14,2
6,9,-1.0,-1.0,0.0,8,8,9,8,14,14,3
6,10,-1.0,0.0,0.0,8,8,9,8,14,14,2
6,11,-1.0,0.0,-1.0,8,8,9,8,14,14,0
6,12,-1.0,0.0,-1.0,8,8,9,8,14,14,5
6,13,0.0,0.0,-1.0,8,8,9,8,14,14,2
6,14,1.0,0.0,-1.0,8,8,9,8,14,14,2
6,15,2.0,0.0,-1.0,8,8,9,8,14,14,2
6,16,3.0,0.0,-1.0,8,8,9,8,14,14,2
6,17,4.0,0.0,-1.0,8,8,9,8,14,14,2
6,18,5.0,0.0,-1.0,8,8,9,8,14,14,2
6,19,5.0,0.0,0.0,8,8,9,8,14,14,1
6,20,5.0,1.0,0.0,8,8,9,8,14,14,2
6,21,5.0,2.0,0.0,8,8,9,8,14,14,2
6,22,5.0,3.0,0.0,8,8,9,8,14,14,2
6,23,5.0,4.0,0.0,8,8,9,8,14,14,2
6,24,5.0,5.0,0.0,8,8,9,8,14,14,2
6,25,5.0,6.0,0.0,8,8,9,8,14,14,2
