episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
7,0,-6.0,3.0,0.0,1,1,4,6,14,14,0
7,1,-6.0,3.0,-1.0,1,1,4,6,14,14,0
7,2,-6.0,3.0,2.0,1,1,4,6,14,14,0
7,3,-6.0,2.0,2.0,1,1,4,6,14,14,2
7,4,-6.0,1.0,2.0,1,1,4,6,14,14,2
7,5,-6.0,0.0,2.0,1,1,4,6,14,14,2
7,6,-6.0,-1.0,2.0,1,1,4,6,14,14,2
7,7,-6.0,-2.0,2.0,1,1,4,6,14,14,2
7,8,-6.0,-3.0,2.0,1,1,4,6,14,14,2
7,9,-6.0,-4.0,2.0,1,1,4,6,14,14,2
7,10,-6.0,-5.0,2.0,1,1,4,6,14,14,2
7,11,-6.0,-6.0,2.0,1,1,4,6,14,14,2
7,12,-6.0,-7.0,2.0,1,1,4,6,14,14,2
7,13,-6.0,-7.0,1.0,1,1,4,6,14,14,0
7,14,-7.0,-7.0,1.0,1,1,4,6,14,14,2
7,15,-7.0,-7.0,1.0,1,1,4,6,14,14,2
7,16,-7.0,-7.0,1.0,1,1,4,6,14,14,3
7,17,-7.0,-7.0,0.0,1,1,4,6,14,14,0
7,18,-7.0,-6.0,0.0,1,1,4,6,14,14,2
7,19,-7.0,-5.0,0.0,1,1,4,6,14,14,2
7,20,-7.0,-4.0,0.0,1,1,4,6,14,14,2
7,21,-7.0,-3.0,0.0,1,1,4,6,14,14,2
7,22,-7.0,-2.0,0.0,1,1,4,6,14,14,2
7,23,-7.0,-2.0,-1.0,1,1,4,6,14,14,0
7,24,-6.0,-2.0,-1.0,1,1,4,6,14,14,2
7,25,-6.0,-2.0,-1.0,1,1,4,6,14,14,5
7,26,-5.0,-2.0,-1.0,1,1,4,6,14,14,2
7,27,-4.0,-2.0,-1.0,1,1,4,6,14,14,2
7,28,-3.0,-2.0,-1.0,1,1,4,6,14,14,2
7,29,-2.0,-2.0,-1.0,1,1,4,6,14,14,2
7,30,-1.0,-2.0,-1.0,1,1,4,6,14,14,2
7,31,0.0,-2.0,-1.0,1,1,4,6,14,14,2
7,32,1.0,-2.0,-1.0,1,1,4,6,14,14,2
7,33,2.0,-2.0,-1.0,1,1,4,6,14,14,2
7,34,3.0,-2.0,-1.0,1,1,4,6,14,14,2
7,35,4.0,-2.0,-1.0,1,1,4,6,14,14,2
7,36,5.0,-2.0,-1.0,1,1,4,6,14,14,2
7,37,5.0,-2.0,0.0,1,1,4,6,14,14,1
7,38,5.0,-1.0,0.0,1,1,4,6,14,14,2
7,39,5.0,0.0,0.0,1,1,4,6,14,14,2
7,40,5.0,1.0,0.0,1,1,4,6,14,14,2
7,41,5.0,2.0,0.0,1,1,4,6,14,14,2
7,42,5.0,3.0,0.0,1,1,4,6,14,14,2
7,43,5.0,4.0,0.0,1,1,4,6,14,14,2
7,44,5.0,5.0,0.0,1,1,4,6,14,14,2
7,45,5.0,6.0,0.0,1,1,4,6,14,14,2
