episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
2,0,-7.0,-7.0,-1.0,9,3,13,9,14,14,0
2,1,-6.0,-7.0,-1.0,9,3,13,9,14,14,2
2,2,-5.0,-7.0,-1.0,9,3,13,9,14,14,2
2,3,-4.0,-7.0,-1.0,9,3,13,9,14,14,2
2,4,-3.0,-7.0,-1.0,9,3,13,9,14,14,2
2,5,-2.0,-7.0,-1.0,9,3,13,9,14,14,2
2,6,-1.0,-7.0,-1.0,9,3,13,9,14,14,2
2,7,0.0,-7.0,-1.0,9,3,13,9,14,14,2
2,8,0.0,-7.0,0.0,9,3,13,9,14,14,1
2,9,0.0,-6.0,0.0,9,3,13,9,14,14,2
2,10,0.0,-6.0,0.0,9,3,13,9,14,14,3
2,11,0.0,-5.0,0.0,9,3,13,9,14,14,2
2,12,0.0,-4.0,0.0,9,3,13,9,14,14,2
2,13,0.0,-3.0,0.0,9,3,13,9,14,14,2
2,14,0.0,-2.0,0.0,9,3,13,9,14,14,2
2,15,0.0,-1.0,0.0,9,3,13,9,14,14,2
2,16,0.0,0.0,0.0,9,3,13,9,14,14,2
2,17,0.0,1.0,0.0,9,3,13,9,14,14,2
2,18,0.0,1.0,-1.0,9,3,13,9,14,14,0
2,19,1.0,1.0,-1.0,9,3,13,9,14,14,2
2,20,2.0,1.0,-1.0,9,3,13,9,14,14,2
2,21,3.0,1.0,-1.0,9,3,13,9,14,14,2
2,22,3.0,1.0,-1.0,9,3,13,9,14,14,2
2,23,3.0,1.0,-1.0,9,3,13,9,14,14,2
2,24,3.0,1.0,-1.0,9,3,13,9,14,14,2
2,25,3.0,1.0,-1.0,9,3,13,9,14,14,2
2,26,3.0,1.0,-1.0,9,3,13,9,14,14,5
2,27,4.0,1.0,-1.0,9,3,13,9,14,14,2
2,28,5.0,1.0,-1.0,9,3,13,9,14,14,2
2,29,5.0,1.0,0.0,9,3,13,9,14,14,1
2,30,5.0,2.0,0.0,9,3,13,9,14,14,2
2,31,5.0,3.0,0.0,9,3,13,9,14,14,2
2,32,5.0,4.0,0.0,9,3,13,9,14,14,2
2,33,5.0,5.0,0.0,9,3,13,9,14,14,2
2,34,5.0,6.0,0.0,9,3,13,9,14,14,2
