episode,t,x_t,y_t,heading_t,a_1
18,0,-0.5248093092623988,0.5427725646260736,0.0721978539880648,0
18,1,-0.5248093092623988,0.5427725646260736,-0.8983079140438065,0
18,2,-0.5248093092623988,0.5427725646260736,2.0132093900518075,0
18,3,-0.5248093092623988,0.2662433935811571,2.0132093900518075,2
18,4,-0.5248093092623988,-0.01028577746375933,2.0132093900518075,2
18,5,-0.5248093092623988,-0.2868149485086758,2.0132093900518075,2
18,6,-0.5248093092623988,-0.5633441195535922,2.0132093900518075,2
18,7,-0.5248093092623988,-0.8398732905985087,2.0132093900518075,2
18,8,-0.5248093092623988,-1.1164024616434252,2.0132093900518075,2
18,9,-0.5248093092623988,-1.3929316326883416,2.0132093900518075,2
18,10,-0.5248093092623988,-1.6694608037332581,2.0132093900518075,2
18,11,-0.5248093092623988,-1.6694608037332581,1.0427036220199362,0
18,12,-0.7493146380105118,-1.6694608037332581,1.0427036220199362,2
18,13,-0.9738199667586248,-1.6694608037332581,1.0427036220199362,2
18,14,-0.9738199667586248,-1.6694608037332581,1.0427036220199362,2
18,15,-0.9738199667586248,-1.6694608037332581,1.0427036220199362,3
18,16,-0.9738199667586248,-1.6694608037332581,2.0132093900518075,1
18,17,-0.9738199667586248,-1.9459899747781744,2.0132093900518075,2
18,18,-0.9738199667586248,-1.9459899747781744,-0.8983079140438065,1
18,19,-0.7493146380105118,-1.9459899747781744,-0.8983079140438065,2
18,20,-0.5248093092623988,-1.9459899747781744,-0.8983079140438065,2
18,21,-0.3003039805142857,-1.9459899747781744,-0.8983079140438065,2
18,22,-0.07579865176617265,-1.9459899747781744,-0.8983079140438065,2
18,23,0.1487066769819404,-1.9459899747781744,-0.8983079140438065,2
18,24,0.3732120057300534,-1.9459899747781744,-0.8983079140438065,2
18,25,0.5977173344781664,-1.9459899747781744,-0.8983079140438065,2
18,26,0.8222226632262795,-1.9459899747781744,-0.8983079140438065,2
18,27,0.8222226632262795,-1.9459899747781744,-0.8983079140438065,5
18,28,1.0467279919743926,-1.9459899747781744,-0.8983079140438065,2
18,29,1.2712333207225055,-1.9459899747781744,-0.8983079140438065,2
18,30,1.2712333207225055,-1.9459899747781744,0.0721978539880648,1
18,31,1.2712333207225055,-1.6694608037332581,0.0721978539880648,2
18,32,1.2712333207225055,-1.3929316326883416,0.0721978539880648,2
18,33,1.2712333207225055,-1.1164024616434252,0.0721978539880648,2
18,34,1.2712333207225055,-0.8398732905985087,0.0721978539880648,2
18,35,1.2712333207225055,-0.5633441195535922,0.0721978539880648,2
18,36,1.2712333207225055,-0.2868149485086758,0.0721978539880648,2
18,37,1.2712333207225055,-0.01028577746375933,0.0721978539880648,2
18,38,1.2712333207225055,0.2662433935811571,0.0721978539880648,2
18,39,1.2712333207225055,0.5427725646260736,0.0721978539880648,2
18,40,1.2712333207225055,0.81930173567099,0.0721978539880648,2
18,41,1.2712333207225055,1.0958309067159064,0.0721978539880648,2
18,42,1.2712333207225055,1.372360077760823,0.0721978539880648,2
18,43,1.2712333207225055,1.6488892488057394,0.0721978539880648,2
