episode,t,x_t,y_t,heading_t,a_1
19,0,-1.6473359530029639,1.372360077760823,1.0427036220199362,0
19,1,-1.6473359530029639,1.372360077760823,2.0132093900518075,1
19,2,-1.6473359530029639,1.372360077760823,2.0132093900518075,3
19,3,-1.6473359530029639,1.0958309067159064,2.0132093900518075,2
19,4,-1.6473359530029639,1.0958309067159064,-0.8983079140438065,1
19,5,-1.6473359530029639,1.0958309067159064,-0.8983079140438065,5
19,6,-1.422830624254851,1.0958309067159064,-0.8983079140438065,2
19,7,-1.1983252955067378,1.0958309067159064,-0.8983079140438065,2
19,8,-0.9738199667586248,1.0958309067159064,-0.8983079140438065,2
19,9,-0.7493146380105118,1.0958309067159064,-0.8983079140438065,2
19,10,-0.5248093092623988,1.0958309067159064,-0.8983079140438065,2
19,11,-0.3003039805142857,1.0958309067159064,-0.8983079140438065,2
19,12,-0.07579865176617265,1.0958309067159064,-0.8983079140438065,2
19,13,0.1487066769819404,1.0958309067159064,-0.8983079140438065,2
19,14,0.3732120057300534,1.0958309067159064,-0.8983079140438065,2
19,15,0.5977173344781664,1.0958309067159064,-0.8983079140438065,2
19,16,0.8222226632262795,1.0958309067159064,-0.8983079140438065,2
19,17,1.0467279919743926,1.0958309067159064,-0.8983079140438065,2
19,18,1.2712333207225055,1.0958309067159064,-0.8983079140438065,2
19,19,1.2712333207225055,1.0958309067159064,0.0721978539880648,1
19,20,1.2712333207225055,1.372360077760823,0.0721978539880648,2
19,21,1.2712333207225055,1.6488892488057394,0.0721978539880648,2
