episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
5,0,-6.0,1.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,0
5,1,-6.0,1.0,2.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,0
5,2,-6.0,1.0,1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,0
5,3,-6.0,1.0,1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,3
5,4,-6.0,1.0,2.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,1
5,5,-6.0,0.0,2.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,6,-6.0,-1.0,2.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,7,-6.0,-2.0,2.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,8,-6.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,1
5,9,-6.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,5
5,10,-5.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,11,-4.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,12,-3.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,13,-2.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,14,-1.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,15,0.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,16,1.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,17,2.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,18,3.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,19,4.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,20,5.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,21,5.0,-2.0,2.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,0
5,22,5.0,-2.0,-1.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,1
5,23,5.0,-2.0,0.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,1
5,24,5.0,-1.0,0.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,25,5.0,0.0,0.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,26,5.0,1.0,0.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,27,5.0,2.0,0.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,28,5.0,3.0,0.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,29,5.0,4.0,0.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
5,30,5.0,5.0,0.0,-7.0,1.0,-5.0,-2.0,5.0,5.0,2
