episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
11,0,0.0,-7.0,2.0,-6.0,3.0,1.0,0.0,5.0,5.0,0
11,1,0.0,-7.0,1.0,-6.0,3.0,1.0,0.0,5.0,5.0,0
11,2,-1.0,-7.0,1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,3,-2.0,-7.0,1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,4,-3.0,-7.0,1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,5,-4.0,-7.0,1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,6,-5.0,-7.0,1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,7,-6.0,-7.0,1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,8,-7.0,-7.0,1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,9,-8.0,-7.0,1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,10,-8.0,-7.0,1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,11,-8.0,-7.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,0
11,12,-8.0,-6.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,13,-8.0,-5.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,14,-8.0,-4.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,15,-8.0,-3.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,16,-8.0,-2.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,17,-8.0,-1.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,18,-8.0,0.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,19,-8.0,1.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,20,-8.0,2.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,21,-8.0,3.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,22,-8.0,3.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,0
11,23,-7.0,3.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,24,-7.0,3.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,25,-7.0,3.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,3
11,26,-6.0,3.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,27,-5.0,3.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,28,-4.0,3.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,29,-3.0,3.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,30,-2.0,3.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,31,-1.0,3.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,32,0.0,3.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,33,0.0,3.0,2.0,-6.0,3.0,1.0,0.0,5.0,5.0,0
11,34,0.0,2.0,2.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,35,0.0,1.0,2.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,36,0.0,0.0,2.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,37,0.0,0.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,1
11,38,0.0,0.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,5
11,39,0.0,0.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,1
11,40,0.0,0.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,0
11,41,1.0,0.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,42,2.0,0.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,43,3.0,0.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,44,4.0,0.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,45,5.0,0.0,-1.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,46,5.0,0.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,1
11,47,5.0,1.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,48,5.0,2.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,49,5.0,3.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,50,5.0,4.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
11,51,5.0,5.0,0.0,-6.0,3.0,1.0,0.0,5.0,5.0,2
