episode,t,x_t,y_t,heading_t,key_x,key_y,door_x,door_y,goal_x,goal_y,a_1
4,0,-3.0,-7.0,1.0,8,8,9,6,14,14,0
4,1,-4.0,-7.0,1.0,8,8,9,6,14,14,2
4,2,-4.0,-7.0,0.0,8,8,9,6,14,14,0
4,3,-4.0,-6.0,0.0,8,8,9,6,14,14,2
4,4,-4.0,-5.0,0.0,8,8,9,6,14,14,2
4,5,-4.0,-4.0,0.0,8,8,9,6,14,14,2
4,6,-4.0,-3.0,0.0,8,8,9,6,14,14,2
4,7,-4.0,-2.0,0.0,8,8,9,6,14,14,2
4,8,-4.0,-1.0,0.0,8,8,9,6,14,14,2
4,9,-4.0,-1.0,-1.0,8,8,9,6,14,14,0
4,10,-4.0,-1.0,0.0,8,8,9,6,14,14,1
4,11,-4.0,0.0,0.0,8,8,9,6,14,14,2
4,12,-4.0,0.0,-1.0,8,8,9,6,14,14,0
4,13,-3.0,0.0,-1.0,8,8,9,6,14,14,2
4,14,-2.0,0.0,-1.0,8,8,9,6,14,14,2
4,15,-2.0,0.0,-1.0,8,8,9,6,14,14,2
4,16,-2.0,0.0,-1.0,8,8,9,6,14,14,2
4,17,-2.0,0.0,-1.0,8,8,9,6,14,14,2
4,18,-2.0,0.0,-1.0,8,8,9,6,14,14,3
4,19,-1.0,0.0,-1.0,8,8,9,6,14,14,2
4,20,-1.0,0.0,2.0,8,8,9,6,14,14,0
4,21,-1.0,-1.0,2.0,8,8,9,6,14,14,2
4,22,-1.0,-2.0,2.0,8,8,9,6,14,14,2
4,23,-1.0,-2.0,-1.0,8,8,9,6,14,14,1
4,24,-1.0,-2.0,-1.0,8,8,9,6,14,14,5
4,25,0.0,-2.0,-1.0,8,8,9,6,14,14,2
4,26,1.0,-2.0,-1.0,8,8,9,6,14,14,2
4,27,2.0,-2.0,-1.0,8,8,9,6,14,14,2
4,28,3.0,-2.0,-1.0,8,8,9,6,14,14,2
4,29,4.0,-2.0,-1.0,8,8,9,6,14,14,2
4,30,5.0,-2.0,-1.0,8,8,9,6,14,14,2
4,31,5.0,-2.0,-1.0,8,8,9,6,14,14,2
4,32,5.0,-2.0,0.0,8,8,9,6,14,14,1
4,33,5.0,-1.0,0.0,8,8,9,6,14,14,2
4,34,5.0,0.0,0.0,8,8,9,6,14,14,2
4,35,5.0,1.0,0.0,8,8,9,6,14,14,2
4,36,5.0,2.0,0.0,8,8,9,6,14,14,2
4,37,5.0,3.0,0.0,8,8,9,6,14,14,2
4,38,5.0,4.0,0.0,8,8,9,6,14,14,2
4,39,5.0,5.0,0.0,8,8,9,6,14,14,2
4,40,5.0,6.0,0.0,8,8,9,6,14,14,2
